loc,longitude,latitude,year,date,gens,DD_vince,jd_vince,obsp,predict,moths,cumoths,dataset
4770,-119.6940231,35.48103333,2014,5/7/2014,1,550,127,0.153386459,0.075384721,38.5,38.5,1
4770,-119.6940231,35.48103333,2014,5/14/2014,1,591,134,0.211155385,0.110937729,14.5,53,1
4770,-119.6940231,35.48103333,2014,5/21/2014,1,639,141,0.241035864,0.167234883,7.5,60.5,1
4770,-119.6940231,35.48103333,2014,5/28/2014,1,703,148,0.24701196,0.267565757,1.5,62,1
4770,-119.6940231,35.48103333,2014,6/4/2014,1,757,155,0.426294833,0.376512706,45,107,1
4770,-119.6940231,35.48103333,2014,6/11/2014,1,829,162,0.452191234,0.545313716,6.5,113.5,1
4770,-119.6940231,35.48103333,2014,6/18/2014,1,880,169,0.625497997,0.668840706,43.5,157,1
4770,-119.6940231,35.48103333,2014,6/25/2014,1,954,176,0.834661365,0.822440267,52.5,209.5,1
4770,-119.6940231,35.48103333,2014,7/2/2014,1,1026,183,0.944223106,0.926265121,27.5,237,1
4770,-119.6940231,35.48103333,2014,8/27/2014,3,1593,239,0.104319476,0.134450644,64,64,1
4770,-119.6940231,35.48103333,2014,9/3/2014,3,1663,246,0.197229013,0.269171655,57,121,1
4770,-119.6940231,35.48103333,2014,9/10/2014,3,1727,253,0.358598202,0.465543956,99,220,1
4770,-119.6940231,35.48103333,2014,9/17/2014,3,1780,260,0.556642234,0.662460387,121.5,341.5,1
4770,-119.6940231,35.48103333,2014,9/24/2014,3,1854,267,0.714751422,0.896301568,97,438.5,1
4770,-119.6940231,35.48103333,2014,10/1/2014,3,1913,274,0.889160573,0.98157692,107,545.5,1
4770,-119.6940231,35.48103333,2014,10/15/2014,4,2024,288,0.256594718,,53.5,53.5,1
4770,-119.6940231,35.48103333,2014,10/22/2014,4,2069,295,0.412470013,,32.5,86,1
4770,-119.6940231,35.48103333,2014,10/29/2014,4,2112,302,0.498800963,,18,104,1
4770,-119.6940231,35.48103333,2014,11/5/2014,4,2140,309,0.522781789,,5,109,1
4770,-119.6940231,35.48103333,2014,11/12/2014,4,2178,316,0.700239837,,37,146,1
4770,-119.6940231,35.48103333,2014,11/20/2014,4,2207,324,0.805755377,,22,168,1
4770,-119.6940231,35.48103333,2014,11/25/2014,4,2219,329,0.822541952,,3.5,171.5,1
4770,-119.6940231,35.48103333,2014,12/3/2014,4,2255,337,0.880095899,,12,183.5,1
4800,-120.0368576,35.68377304,2014,2/21/2014,0,136,52,0.111287758,0.080435455,19.5,35,1
4800,-120.0368576,35.68377304,2014,2/26/2014,0,158,57,0.158982515,0.124648213,15,50,1
4800,-120.0368576,35.68377304,2014,3/5/2014,0,179,64,0.214626387,0.178005844,17.5,67.5,1
4800,-120.0368576,35.68377304,2014,3/12/2014,0,210,71,0.276629567,0.27611196,19.5,87,1
4800,-120.0368576,35.68377304,2014,3/19/2014,0,246,78,0.38791734,0.412955821,35,122,1
4800,-120.0368576,35.68377304,2014,3/26/2014,0,277,85,0.486486495,0.537719965,31,153,1
4800,-120.0368576,35.68377304,2014,4/2/2014,0,294,92,0.51510334,0.606174111,9,162,1
4800,-120.0368576,35.68377304,2014,4/9/2014,0,328,99,0.57869637,0.733108401,20,182,1
4800,-120.0368576,35.68377304,2014,4/16/2014,0,374,106,0.599364042,0.861619711,6.5,188.5,1
4800,-120.0368576,35.68377304,2014,4/23/2014,0,411,113,0.774244845,0.930101812,55,243.5,1
4800,-120.0368576,35.68377304,2014,4/30/2014,0,442,120,0.909379959,0.965010464,42.5,286,1
4800,-120.0368576,35.68377304,2014,5/7/2014,0,478,127,0.947535753,0.986408114,12,298,1
4800,-120.0368576,35.68377304,2014,9/10/2014,3,1598,253,0.126288652,0.142277718,24.5,24.5,1
4800,-120.0368576,35.68377304,2014,9/17/2014,3,1651,260,0.221649483,0.24063614,18.5,43,1
4800,-120.0368576,35.68377304,2014,9/24/2014,3,1721,267,0.337628871,0.444229573,22.5,65.5,1
4800,-120.0368576,35.68377304,2014,10/1/2014,3,1774,274,0.443298966,0.636891961,20.5,86,1
4800,-120.0368576,35.68377304,2014,10/8/2014,3,1822,281,0.587628841,0.80795908,28,114,1
4800,-120.0368576,35.68377304,2014,10/15/2014,3,1878,288,0.845360816,0.942344129,50,164,1
4900,-119.8351288,35.77048874,2014,2/12/2014,0,109,43,0.075384617,0.040356524,12.5,24.5,1
4900,-119.8351288,35.77048874,2014,2/21/2014,0,142,52,0.152307689,0.090255864,25,49.5,1
4900,-119.8351288,35.77048874,2014,2/26/2014,0,166,57,0.233846158,0.143565863,26.5,76,1
4900,-119.8351288,35.77048874,2014,3/5/2014,0,191,64,0.303076923,0.212565228,22.5,98.5,1
4900,-119.8351288,35.77048874,2014,3/12/2014,0,224,71,0.452307701,0.327499211,48.5,147,1
4900,-119.8351288,35.77048874,2014,3/19/2014,0,263,78,0.620000005,0.482458293,54.5,201.5,1
4900,-119.8351288,35.77048874,2014,3/26/2014,0,300,85,0.720000029,0.628953934,32.5,234,1
4900,-119.8351288,35.77048874,2014,4/2/2014,0,321,92,0.803076923,0.706770241,27,261,1
4900,-119.8351288,35.77048874,2014,4/9/2014,0,357,99,0.833846152,0.820703804,10,271,1
4900,-119.8351288,35.77048874,2014,4/16/2014,0,410,106,0.849230766,0.929600775,5,276,1
4900,-119.8351288,35.77048874,2014,4/23/2014,0,454,113,0.860000014,0.973737895,3.5,279.5,1
4900,-119.8351288,35.77048874,2014,4/30/2014,0,487,120,0.921538472,0.989542425,20,299.5,1
4050,-119.916687,35.70906067,2014,2/21/2014,0,143,52,0.169278994,0.092024907,78,108,1
4050,-119.916687,35.70906067,2014,2/26/2014,0,166,57,0.295454532,0.143323883,80.5,188.5,1
4050,-119.916687,35.70906067,2014,3/5/2014,0,189,64,0.434952974,0.207574666,89,277.5,1
4050,-119.916687,35.70906067,2014,3/12/2014,0,222,71,0.537617564,0.318595469,65.5,343,1
4050,-119.916687,35.70906067,2014,3/19/2014,0,260,78,0.679467082,0.4678936,90.5,433.5,1
4050,-119.916687,35.70906067,2014,3/26/2014,0,293,85,0.806426346,0.603943229,81,514.5,1
4050,-119.916687,35.70906067,2014,4/2/2014,0,313,92,0.872257054,0.67711091,42,556.5,1
4400,-119.8408737,35.7075119,2014,2/21/2014,0,145,52,0.088120103,0.096496046,56,67.5,1
4400,-119.8408737,35.7075119,2014,2/26/2014,0,169,57,0.197127938,0.151256293,83.5,151,1
4400,-119.8408737,35.7075119,2014,3/5/2014,0,193,64,0.352480412,0.221285731,119,270,1
4400,-119.8408737,35.7075119,2014,3/12/2014,0,227,71,0.503263712,0.338058501,115.5,385.5,1
4400,-119.8408737,35.7075119,2014,3/19/2014,0,266,78,0.618146241,0.492675304,88,473.5,1
4400,-119.8408737,35.7075119,2014,3/26/2014,0,301,85,0.769582272,0.635053515,116,589.5,1
4400,-119.8408737,35.7075119,2014,4/2/2014,0,322,92,0.880548298,0.710040808,85,674.5,1
4400,-119.8408737,35.7075119,2014,4/9/2014,0,357,99,0.937336802,0.820490241,43.5,718,1
4410,-119.8275986,35.72392273,2014,2/21/2014,0,148,52,0.114917129,0.10345009,47.5,52,1
4410,-119.8275986,35.72392273,2014,2/26/2014,0,173,57,0.281767964,0.162773132,75.5,127.5,1
4410,-119.8275986,35.72392273,2014,3/5/2014,0,199,64,0.337016582,0.240186527,25,152.5,1
4410,-119.8275986,35.72392273,2014,3/12/2014,0,234,71,0.427624315,0.364420027,41,193.5,1
4410,-119.8275986,35.72392273,2014,3/19/2014,0,274,78,0.586740315,0.525233805,72,265.5,1
4410,-119.8275986,35.72392273,2014,3/26/2014,0,311,85,0.761325955,0.673125029,79,344.5,1
4410,-119.8275986,35.72392273,2014,4/2/2014,0,333,92,0.795580089,0.748978317,15.5,360,1
4410,-119.8275986,35.72392273,2014,4/9/2014,0,370,99,0.877348065,0.852210999,37,397,1
3230,-119.7372055,35.51702881,2010,8/25/2010,2,1143,237,0.047303692,0.092643976,50,50,2
3230,-119.7372055,35.51702881,2010,9/1/2010,2,1193,244,0.160832539,0.154442444,120,170,2
3230,-119.7372055,35.51702881,2010,9/8/2010,2,1256,251,0.320719004,0.278259248,169,339,2
3230,-119.7372055,35.51702881,2010,9/15/2010,2,1304,258,0.506149471,0.410105616,196,535,2
3230,-119.7372055,35.51702881,2010,9/22/2010,2,1358,265,0.654683053,0.587313354,157,692,2
3230,-119.7372055,35.51702881,2010,9/29/2010,2,1408,272,0.803216636,0.753165543,157,849,2
3230,-119.7372055,35.51702881,2010,10/6/2010,2,1467,279,0.892147601,0.905417264,94,943,2
3341,-119.7864227,35.5635376,2010,9/15/2010,2,1235,258,0.113636367,0.230530605,13,15,2
3341,-119.7864227,35.5635376,2010,9/22/2010,2,1285,265,0.234848484,0.353841841,16,31,2
3341,-119.7864227,35.5635376,2010,9/29/2010,2,1334,272,0.454545468,0.503594995,29,60,2
3341,-119.7864227,35.5635376,2010,10/6/2010,2,1393,279,0.462121218,0.704921782,1,61,2
3341,-119.7864227,35.5635376,2010,10/13/2010,2,1434,286,0.651515126,0.829004765,25,86,2
3341,-119.7864227,35.5635376,2010,10/20/2010,2,1478,293,0.772727251,0.92640233,16,102,2
3341,-119.7864227,35.5635376,2010,10/27/2010,2,1506,300,0.840909064,0.963862658,9,111,2
4070,-119.9433517,35.73655701,2010,9/8/2010,2,1170,251,0.153508767,0.123568133,70,70,2
4070,-119.9433517,35.73655701,2010,9/15/2010,2,1215,258,0.355263144,0.192127138,92,162,2
4070,-119.9433517,35.73655701,2010,9/22/2010,2,1266,265,0.467105269,0.302363306,51,213,2
4070,-119.9433517,35.73655701,2010,9/29/2010,2,1313,272,0.467105269,0.435383886,0,213,2
4070,-119.9433517,35.73655701,2010,10/6/2010,2,1370,279,0.567982435,0.62655735,46,259,2
4070,-119.9433517,35.73655701,2010,10/13/2010,2,1412,286,0.765350878,0.764827728,90,349,2
4070,-119.9433517,35.73655701,2010,10/20/2010,2,1456,293,0.868421078,0.883704126,47,396,2
4070,-119.9433517,35.73655701,2010,10/27/2010,2,1484,300,0.934210539,0.93583703,30,426,2
4070,-119.9433517,35.73655701,2010,11/3/2010,2,1511,307,0.934210539,0.968791306,0,426,2
4220,-119.1421585,35.60583115,2010,6/23/2010,1,565,174,0.074725278,0.087705672,34,34,2
4220,-119.1421585,35.60583115,2010,6/30/2010,1,629,181,0.184615389,0.154454753,50,84,2
4220,-119.1421585,35.60583115,2010,7/7/2010,1,692,188,0.186813191,0.248109564,1,85,2
4220,-119.1421585,35.60583115,2010,7/14/2010,1,751,195,0.362637371,0.362994879,80,165,2
4220,-119.1421585,35.60583115,2010,7/21/2010,1,806,202,0.516483545,0.489843965,70,235,2
4220,-119.1421585,35.60583115,2010,7/28/2010,1,863,209,0.613186836,0.628506541,44,279,2
4220,-119.1421585,35.60583115,2010,8/4/2010,1,920,216,0.665934086,0.756191194,24,303,2
4220,-119.1421585,35.60583115,2010,8/11/2010,1,979,223,0.806593418,0.864709675,64,367,2
4230,-120.1099319,35.68049622,2010,7/21/2010,1,572,202,0.159128979,0.093272492,95,95,2
4230,-120.1099319,35.68049622,2010,7/28/2010,1,624,209,0.214405358,0.147421673,33,128,2
4230,-120.1099319,35.68049622,2010,8/4/2010,1,674,216,0.318257958,0.218249649,62,190,2
4230,-120.1099319,35.68049622,2010,8/11/2010,1,724,223,0.393634856,0.307403654,45,235,2
4230,-120.1099319,35.68049622,2010,8/18/2010,1,773,230,0.407035172,0.412979573,8,243,2
4230,-120.1099319,35.68049622,2010,8/25/2010,1,824,237,0.420435518,0.534032643,8,251,2
4230,-120.1099319,35.68049622,2010,9/1/2010,1,866,244,0.474036843,0.635518074,32,283,2
4230,-120.1099319,35.68049622,2010,9/8/2010,1,918,251,0.670016766,0.75231868,117,400,2
4230,-120.1099319,35.68049622,2010,9/15/2010,1,953,258,0.716917932,0.821303308,28,428,2
4230,-120.1099319,35.68049622,2010,9/22/2010,1,993,265,0.747068703,0.88631618,18,446,2
4230,-120.1099319,35.68049622,2010,9/29/2010,1,1037,272,0.899497509,0.937370718,91,537,2
4240,-120.0843887,35.67704391,2010,7/21/2010,1,572,202,0.027842227,0.093272492,12,12,2
4240,-120.0843887,35.67704391,2010,7/28/2010,1,624,209,0.113689095,0.147421673,37,49,2
4240,-120.0843887,35.67704391,2010,8/4/2010,1,674,216,0.143851504,0.218249649,13,62,2
4240,-120.0843887,35.67704391,2010,8/11/2010,1,724,223,0.194895595,0.307403654,22,84,2
4240,-120.0843887,35.67704391,2010,8/18/2010,1,773,230,0.236658931,0.412979573,18,102,2
4240,-120.0843887,35.67704391,2010,8/25/2010,1,824,237,0.283062637,0.534032643,20,122,2
4240,-120.0843887,35.67704391,2010,9/1/2010,1,866,244,0.329466343,0.635518074,20,142,2
4240,-120.0843887,35.67704391,2010,9/8/2010,1,918,251,0.53596288,0.75231868,89,231,2
4240,-120.0843887,35.67704391,2010,9/15/2010,1,953,258,0.559164762,0.821303308,10,241,2
4240,-120.0843887,35.67704391,2010,9/22/2010,1,993,265,0.712296963,0.88631618,66,307,2
4240,-120.0843887,35.67704391,2010,9/29/2010,1,1037,272,0.888631105,0.937370718,76,383,2
4260,-119.1600494,35.58041382,2010,6/23/2010,1,575,174,0.032064129,0.095996946,16,16,2
4260,-119.1600494,35.58041382,2010,6/30/2010,1,640,181,0.102204412,0.168316066,35,51,2
4260,-119.1600494,35.58041382,2010,7/7/2010,1,704,188,0.216432869,0.269732714,57,108,2
4260,-119.1600494,35.58041382,2010,7/14/2010,1,764,195,0.370741487,0.391319573,77,185,2
4260,-119.1600494,35.58041382,2010,7/21/2010,1,820,202,0.486973941,0.522762895,58,243,2
4260,-119.1600494,35.58041382,2010,7/28/2010,1,878,209,0.573146284,0.663304508,43,286,2
4260,-119.1600494,35.58041382,2010,8/4/2010,1,935,216,0.615230441,0.78804636,21,307,2
4260,-119.1600494,35.58041382,2010,8/11/2010,1,996,223,0.785571158,0.889515758,85,392,2
4630,-119.8348083,35.79656219,2010,7/7/2010,1,649,188,0.205183581,0.181138977,88,95,2
4630,-119.8348083,35.79656219,2010,7/14/2010,1,725,195,0.408207357,0.310079068,94,189,2
4630,-119.8348083,35.79656219,2010,7/21/2010,1,787,202,0.613390923,0.445333779,95,284,2
4630,-119.8348083,35.79656219,2010,7/28/2010,1,861,209,0.676025927,0.623552144,29,313,2
4630,-119.8348083,35.79656219,2010,8/4/2010,1,927,216,0.775377989,0.771910787,46,359,2
4630,-119.8348083,35.79656219,2010,8/11/2010,1,997,223,0.879049659,0.89201355,48,407,2
4630,-119.8348083,35.79656219,2010,8/25/2010,2,1123,237,0.106334843,0.075050741,47,47,2
4630,-119.8348083,35.79656219,2010,9/1/2010,2,1173,244,0.108597286,0.127496988,1,48,2
4630,-119.8348083,35.79656219,2010,9/8/2010,2,1234,251,0.257918566,0.228140503,66,114,2
4630,-119.8348083,35.79656219,2010,9/15/2010,2,1284,258,0.346153855,0.349647224,39,153,2
4630,-119.8348083,35.79656219,2010,9/22/2010,2,1340,265,0.48642534,0.524288893,62,215,2
4630,-119.8348083,35.79656219,2010,9/29/2010,2,1388,272,0.631221712,0.687798917,64,279,2
4630,-119.8348083,35.79656219,2010,10/6/2010,2,1442,279,0.730769217,0.851485074,44,323,2
4630,-119.8348083,35.79656219,2010,10/13/2010,2,1487,286,0.855203629,0.939516902,55,378,2
4800,-120.0368576,35.68377304,2010,7/7/2010,1,545,188,0.041474655,0.07215289,27,27,2
4800,-120.0368576,35.68377304,2010,7/14/2010,1,612,195,0.176651299,0.133757174,88,115,2
4800,-120.0368576,35.68377304,2010,7/21/2010,1,689,202,0.299539179,0.243322924,80,195,2
4800,-120.0368576,35.68377304,2010,7/28/2010,1,751,209,0.30107528,0.363946289,1,196,2
4800,-120.0368576,35.68377304,2010,8/4/2010,1,810,216,0.442396313,0.498260945,92,288,2
4800,-120.0368576,35.68377304,2010,8/11/2010,1,869,223,0.611367106,0.641261578,110,398,2
4800,-120.0368576,35.68377304,2010,8/18/2010,1,927,230,0.740399361,0.771781564,84,482,2
4800,-120.0368576,35.68377304,2010,8/25/2010,1,984,237,0.774193525,0.872365177,22,504,2
4800,-120.0368576,35.68377304,2010,9/1/2010,1,1031,244,0.809523821,0.931248486,23,527,2
3141,-119.1556549,35.64027786,2011,4/6/2011,0,124,96,0.096774191,0.060281441,8,9,2
3141,-119.1556549,35.64027786,2011,4/13/2011,0,138,103,0.096774191,0.083974332,0,9,2
3141,-119.1556549,35.64027786,2011,4/20/2011,0,169,110,0.204301074,0.150474817,10,19,2
3141,-119.1556549,35.64027786,2011,4/27/2011,0,198,117,0.225806445,0.237017766,2,21,2
3141,-119.1556549,35.64027786,2011,5/5/2011,0,244,125,0.473118275,0.407163739,23,44,2
3141,-119.1556549,35.64027786,2011,5/11/2011,0,276,131,0.602150559,0.532942355,12,56,2
3141,-119.1556549,35.64027786,2011,5/18/2011,0,307,138,0.602150559,0.656474054,0,56,2
3141,-119.1556549,35.64027786,2011,5/25/2011,0,344,145,0.709677398,0.784264207,10,66,2
3141,-119.1556549,35.64027786,2011,6/1/2011,0,380,152,0.709677398,0.876116753,0,66,2
3141,-119.1556549,35.64027786,2011,6/8/2011,0,413,159,0.784946263,0.932986736,7,73,2
3141,-119.1556549,35.64027786,2011,6/15/2011,0,476,166,0.90322578,0.985663295,11,84,2
3230,-119.7372055,35.51702881,2011,4/13/2011,0,142,103,0.033264033,0.090489708,6,16,2
3230,-119.7372055,35.51702881,2011,4/20/2011,0,169,110,0.108108111,0.151297912,36,52,2
3230,-119.7372055,35.51702881,2011,4/27/2011,0,195,117,0.203742206,0.22775884,46,98,2
3230,-119.7372055,35.51702881,2011,5/5/2011,0,239,125,0.444906443,0.384163052,116,214,2
3230,-119.7372055,35.51702881,2011,5/11/2011,0,269,131,0.582120597,0.504335046,66,280,2
3230,-119.7372055,35.51702881,2011,5/18/2011,0,294,138,0.756756783,0.604755104,84,364,2
3230,-119.7372055,35.51702881,2011,5/25/2011,0,325,145,0.910602927,0.721016109,74,438,2
3230,-119.7372055,35.51702881,2011,6/1/2011,0,355,152,0.916839898,0.815909803,3,441,2
3230,-119.7372055,35.51702881,2011,6/8/2011,0,383,159,0.918918908,0.882192135,1,442,2
3230,-119.7372055,35.51702881,2011,6/15/2011,0,438,166,0.954261959,0.96165508,17,459,2
3230,-119.7372055,35.51702881,2011,8/24/2011,2,1122,236,0.119644299,0.074064292,148,148,2
3230,-119.7372055,35.51702881,2011,8/31/2011,2,1194,243,0.218270004,0.156333998,122,270,2
3230,-119.7372055,35.51702881,2011,9/7/2011,2,1262,250,0.351657242,0.291690141,165,435,2
3230,-119.7372055,35.51702881,2011,9/14/2011,2,1332,257,0.489086509,0.497628242,170,605,2
3230,-119.7372055,35.51702881,2011,9/21/2011,2,1397,264,0.638641894,0.717330933,185,790,2
3230,-119.7372055,35.51702881,2011,9/28/2011,2,1463,271,0.759094596,0.897946954,149,939,2
3230,-119.7372055,35.51702881,2011,10/4/2011,2,1513,277,0.891673386,0.970436275,164,1103,2
3341,-119.7864227,35.5635376,2011,3/18/2011,0,78,77,0.049504951,0.014235403,5,5,2
3341,-119.7864227,35.5635376,2011,3/23/2011,0,79,82,0.049504951,0.014978524,0,5,2
3341,-119.7864227,35.5635376,2011,3/30/2011,0,86,89,0.049504951,0.019461172,0,5,2
3341,-119.7864227,35.5635376,2011,4/6/2011,0,120,96,0.27722773,0.054031044,23,28,2
3341,-119.7864227,35.5635376,2011,4/13/2011,0,132,103,0.306930691,0.073118687,3,31,2
3341,-119.7864227,35.5635376,2011,4/20/2011,0,157,110,0.396039605,0.123118803,9,40,2
3341,-119.7864227,35.5635376,2011,4/27/2011,0,182,117,0.415841579,0.186450809,2,42,2
3341,-119.7864227,35.5635376,2011,5/5/2011,0,223,125,0.504950523,0.32403627,9,51,2
3341,-119.7864227,35.5635376,2011,5/11/2011,0,252,131,0.712871313,0.437512338,21,72,2
3341,-119.7864227,35.5635376,2011,5/18/2011,0,275,138,0.801980197,0.529618621,9,81,2
3341,-119.7864227,35.5635376,2011,5/25/2011,0,304,145,0.891089082,0.644009531,9,90,2
3341,-119.7864227,35.5635376,2011,6/1/2011,0,332,152,0.891089082,0.744972885,0,90,2
3341,-119.7864227,35.5635376,2011,6/8/2011,0,357,159,0.891089082,0.820847154,0,90,2
3341,-119.7864227,35.5635376,2011,6/15/2011,0,408,166,0.891089082,0.926846087,0,90,2
3530,-119.1915512,35.55502701,2011,4/6/2011,0,136,96,0.176470593,0.079989262,37,39,2
3530,-119.1915512,35.55502701,2011,4/13/2011,0,152,103,0.185520366,0.11055249,2,41,2
3530,-119.1915512,35.55502701,2011,4/20/2011,0,183,110,0.257918566,0.190208524,16,57,2
3530,-119.1915512,35.55502701,2011,4/27/2011,0,214,117,0.389140278,0.290325165,29,86,2
3530,-119.1915512,35.55502701,2011,5/5/2011,0,262,125,0.561085999,0.476555824,38,124,2
3530,-119.1915512,35.55502701,2011,5/11/2011,0,294,131,0.674208164,0.604662895,25,149,2
3530,-119.1915512,35.55502701,2011,5/18/2011,0,325,138,0.728506804,0.723032236,12,161,2
3530,-119.1915512,35.55502701,2011,5/25/2011,0,364,145,0.782805443,0.837405384,12,173,2
3530,-119.1915512,35.55502701,2011,6/1/2011,0,400,152,0.841628969,0.913561344,13,186,2
3530,-119.1915512,35.55502701,2011,6/8/2011,0,433,159,0.886877835,0.957324922,10,196,2
3860,-119.7198486,35.50320053,2011,8/24/2011,2,1122,236,0.098360658,0.074064292,24,24,2
3860,-119.7198486,35.50320053,2011,8/31/2011,2,1194,243,0.237704918,0.156333998,34,58,2
3860,-119.7198486,35.50320053,2011,9/7/2011,2,1262,250,0.319672137,0.291690141,20,78,2
3860,-119.7198486,35.50320053,2011,9/14/2011,2,1332,257,0.434426218,0.497628242,28,106,2
3860,-119.7198486,35.50320053,2011,9/21/2011,2,1397,264,0.58606559,0.717330933,37,143,2
3860,-119.7198486,35.50320053,2011,9/28/2011,2,1463,271,0.594262302,0.897946954,2,145,2
3860,-119.7198486,35.50320053,2011,10/4/2011,2,1513,277,0.75,0.970436275,38,183,2
3870,-119.7207718,35.51005554,2011,8/24/2011,2,1122,236,0.155466393,0.074064292,155,155,2
3870,-119.7207718,35.51005554,2011,8/31/2011,2,1194,243,0.237713143,0.156333998,82,237,2
3870,-119.7207718,35.51005554,2011,9/7/2011,2,1262,250,0.352056175,0.291690141,114,351,2
3870,-119.7207718,35.51005554,2011,9/14/2011,2,1332,257,0.429287851,0.497628242,77,428,2
3870,-119.7207718,35.51005554,2011,9/21/2011,2,1397,264,0.565697074,0.717330933,136,564,2
3870,-119.7207718,35.51005554,2011,9/28/2011,2,1463,271,0.669007003,0.897946954,103,667,2
3870,-119.7207718,35.51005554,2011,10/4/2011,2,1513,277,0.821464419,0.970436275,152,819,2
3961,-119.75457,35.61228943,2011,4/6/2011,0,121,96,0.115987457,0.055488657,106,111,2
3961,-119.75457,35.61228943,2011,4/13/2011,0,134,103,0.118077323,0.075866312,2,113,2
3961,-119.75457,35.61228943,2011,4/20/2011,0,160,110,0.226750255,0.129975989,104,217,2
3961,-119.75457,35.61228943,2011,4/27/2011,0,186,117,0.337513059,0.198982909,106,323,2
3961,-119.75457,35.61228943,2011,5/5/2011,0,228,125,0.528735638,0.344777614,183,506,2
3961,-119.75457,35.61228943,2011,5/11/2011,0,258,131,0.72622782,0.460082352,189,695,2
3961,-119.75457,35.61228943,2011,5/18/2011,0,282,138,0.867293596,0.558210015,135,830,2
3961,-119.75457,35.61228943,2011,5/25/2011,0,313,145,0.867293596,0.677655756,0,830,2
3961,-119.75457,35.61228943,2011,6/1/2011,0,343,152,0.867293596,0.779280305,0,830,2
3961,-119.75457,35.61228943,2011,6/8/2011,0,370,159,0.872518301,0.852211595,5,835,2
3961,-119.75457,35.61228943,2011,6/15/2011,0,424,166,0.944618583,0.946983814,69,904,2
4070,-119.9433517,35.73655701,2011,3/18/2011,0,73,77,0.078767121,0.011736604,69,69,2
4070,-119.9433517,35.73655701,2011,3/23/2011,0,74,82,0.078767121,0.012307486,0,69,2
4070,-119.9433517,35.73655701,2011,3/30/2011,0,81,89,0.090182647,0.016178086,10,79,2
4070,-119.9433517,35.73655701,2011,4/6/2011,0,114,96,0.216894984,0.046763878,111,190,2
4070,-119.9433517,35.73655701,2011,4/13/2011,0,126,103,0.343607306,0.063690439,111,301,2
4070,-119.9433517,35.73655701,2011,4/20/2011,0,152,110,0.442922384,0.111021422,87,388,2
4070,-119.9433517,35.73655701,2011,4/27/2011,0,176,117,0.547945201,0.171132684,92,480,2
4070,-119.9433517,35.73655701,2011,5/5/2011,0,217,125,0.652968049,0.303625733,92,572,2
4070,-119.9433517,35.73655701,2011,5/11/2011,0,245,131,0.754566193,0.410838872,89,661,2
4070,-119.9433517,35.73655701,2011,5/18/2011,0,268,138,0.852739751,0.501429498,86,747,2
4070,-119.9433517,35.73655701,2011,5/25/2011,0,297,145,0.868721485,0.61920476,14,761,2
4070,-119.9433517,35.73655701,2011,6/1/2011,0,326,152,0.894977152,0.725177765,23,784,2
4070,-119.9433517,35.73655701,2011,6/8/2011,0,351,159,0.894977152,0.80453819,0,784,2
4070,-119.9433517,35.73655701,2011,6/15/2011,0,403,166,0.947488606,0.918350697,46,830,2
4070,-119.9433517,35.73655701,2011,7/7/2011,1,589,188,0.073407203,0.109634914,53,53,2
4070,-119.9433517,35.73655701,2011,7/12/2011,1,638,193,0.087257616,0.166109204,10,63,2
4070,-119.9433517,35.73655701,2011,7/20/2011,1,701,201,0.260387808,0.263855368,125,188,2
4070,-119.9433517,35.73655701,2011,7/27/2011,1,772,208,0.42797783,0.409611762,121,309,2
4070,-119.9433517,35.73655701,2011,8/3/2011,1,847,215,0.573407173,0.588287115,105,414,2
4070,-119.9433517,35.73655701,2011,8/10/2011,1,914,222,0.738227129,0.744534135,119,533,2
4070,-119.9433517,35.73655701,2011,8/17/2011,1,982,229,0.804709136,0.870256424,48,581,2
4070,-119.9433517,35.73655701,2011,8/24/2011,1,1047,236,0.929362893,0.945878506,90,671,2
4170,-119.6946869,35.52092743,2011,3/18/2011,0,83,77,0.218823522,0.017309992,93,93,2
4170,-119.6946869,35.52092743,2011,3/23/2011,0,85,82,0.261176467,0.018455423,18,111,2
4170,-119.6946869,35.52092743,2011,3/30/2011,0,92,89,0.336470574,0.024434004,32,143,2
4170,-119.6946869,35.52092743,2011,4/6/2011,0,128,96,0.52705884,0.066635624,81,224,2
4170,-119.6946869,35.52092743,2011,4/13/2011,0,142,103,0.717647076,0.090489708,81,305,2
4170,-119.6946869,35.52092743,2011,4/20/2011,0,169,110,0.908235312,0.151297912,81,386,2
4170,-119.6946869,35.52092743,2011,4/27/2011,0,195,117,0.912941158,0.22775884,2,388,2
4170,-119.6946869,35.52092743,2011,5/5/2011,0,239,125,0.912941158,0.384163052,0,388,2
4170,-119.6946869,35.52092743,2011,5/11/2011,0,269,131,0.967058837,0.504335046,23,411,2
4170,-119.6946869,35.52092743,2011,5/18/2011,0,294,138,0.967058837,0.604755104,0,411,2
4170,-119.6946869,35.52092743,2011,5/25/2011,0,325,145,0.974117637,0.721016109,3,414,2
4170,-119.6946869,35.52092743,2011,6/1/2011,0,355,152,0.974117637,0.815909803,0,414,2
4170,-119.6946869,35.52092743,2011,6/8/2011,0,383,159,0.974117637,0.882192135,0,414,2
4220,-119.1421585,35.60583115,2011,3/18/2011,0,73,77,0.053908356,0.011708752,40,40,2
4220,-119.1421585,35.60583115,2011,3/23/2011,0,76,82,0.053908356,0.013062242,0,40,2
4220,-119.1421585,35.60583115,2011,3/30/2011,0,85,89,0.055256065,0.018645318,1,41,2
